session,project_code,session_message,session_note,event_date,event_date_(pst),event_site,life_stage,brood_year,migration_year,spawn_year,release_site,rkm_mask,rkm_ext,release_temp,release_date,release_date_(pst),tagger,organization,capture_method,mark_method,mark_temp,hold_temp,file_title,species,hatchery_site,run,stock,rearing_type,raceway/transect,close_date
NA,SA,NA,NA,8/13/2008 7:25,NA,BIG2C,NA,7,9,NA,BIG2C,522.303.319.029,61,NA,8/13/2008 10:30,NA,ACHORD S,NMFS,SHOCK,HAND,8,11,SA08226.BC1,NA,,NA,,NA,,8/13/2008 11:21
NA,SA,NA,NA,8/14/2008 7:44,NA,BIG2C,NA,7,9,NA,BIG2C,522.303.319.029,61,NA,8/14/2008 7:30,NA,ACHORD S,NMFS,SHOCK,HAND,8,8,SA08227.BC1,NA,,NA,,NA,,8/14/2008 8:16
NA,SA,NA,NA,8/23/1992 10:58,NA,BIGC,NA,91,93,NA,BIG2C,522.303.319.29,9,NA,8/24/1992 8:00,NA,ACHORD S,NMFS,SHOCK,HAND,12,12,SA92236.BC1,1,,1,,W,,8/23/1992 11:46
NA,SA,NA,NA,8/23/1993 13:22,NA,BIGC,NA,92,94,NA,BIG2C,522.303.319.29,9,NA,8/24/1993 8:45,NA,ACHORD S,NMFS,SHOCK,HAND,14,14,SA93235.BC1,1,,1,,W,,8/23/1993 14:21
NA,SA,NA,NA,8/23/1992 13:53,NA,BIGC,NA,91,93,NA,BIG2C,522.303.319.29,10,NA,8/23/1992 13:45,NA,ACHORD S,NMFS,SHOCK,HAND,13,13,SA92236.BC2,1,,1,,W,,8/23/1992 15:53
NA,SA,NA,NA,8/23/1993 14:24,NA,BIGC,NA,92,94,NA,BIG2C,522.303.319.29,10,NA,8/23/1993 15:15,NA,ACHORD S,NMFS,SHOCK,HAND,15,15,SA93235.BC2,1,,1,,W,,8/23/1993 15:14
NA,SA,NA,NA,8/23/1992 15:53,NA,BIGC,NA,91,93,NA,BIG2C,522.303.319.29,11,NA,8/24/1992 8:45,NA,ACHORD S,NMFS,SHOCK,HAND,14,14,SA92236.BC3,1,,1,,W,,8/23/1992 16:06
NA,SA,NA,NA,8/24/1992 13:17,NA,BIGC,NA,91,93,NA,BIG2C,522.303.319.29,12,NA,8/24/1992 14:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,11,SA92237.BC1,1,,1,,W,,8/24/1992 13:42
NA,SA,NA,NA,8/24/1993 15:25,NA,BIGC,NA,92,94,NA,BIG2C,522.303.319.29,12,NA,8/24/1993 15:30,NA,ACHORD S,NMFS,SHOCK,HAND,15,15,SA93236.BC1,1,,1,,W,,8/24/1993 15:36
NA,SA,NA,NA,8/24/1992 14:55,NA,BIGC,NA,91,93,NA,BIG2C,522.303.319.29,13,NA,8/25/1992 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,13.5,13.5,SA92237.BC2,1,,1,,W,,8/24/1992 15:09
NA,SA,NA,,8/23/1990 12:42,NA,BIG2C,NA,89,91,NA,BIGC,522.303.319.29,50,11.5,8/23/1990 16:15,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,12.5,NA,SA90235.BC3,1,NA,1,NA,W,,8/23/1990 13:13
NA,SA,NA,NA,8/23/1989 11:18,NA,BIG2C,NA,88,90,NA,BIGC,522.303.319.29,51,10,8/23/1989 13:30,NA,STEVE ACHORD,NMFS,BSEINE,AUTO,9.5,NA,SA89235.BC1,1,NA,1,NA,W,NA,8/23/1989 12:10
NA,SA,NA,NA,8/23/1989 12:11,NA,BIG2C,NA,88,90,NA,BIGC,522.303.319.29,51,10,8/23/1989 15:00,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,9.5,NA,SA89235.BC2,1,NA,1,NA,W,NA,8/23/1989 14:11
NA,SA,NA,24-HOUR DELAYED MORT.,8/22/1990 7:00,NA,BIG2C,NA,89,91,NA,BIGC,522.303.319.29,51,8,8/23/1990 8:30,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,9.5,NA,SA90234.BC1,1,NA,1,NA,W,,8/22/1990 9:01
NA,SA,NA,NA,8/18/1992 9:36,NA,BIG2C,NA,91,93,NA,BIG2C,522.303.319.29,51,NA,8/19/1992 8:30,NA,ACHORD S,NMFS,SHOCK,HAND,9,9,SA92231.BC1,1,,1,,W,,8/18/1992 10:43
NA,SA,NA,NA,8/19/1993 14:58,NA,BIG2C,NA,92,94,NA,BIG2C,522.303.319.29,51,NA,8/20/1993 8:30,NA,ACHORD S,NMFS,SHOCK,HAND,13.5,14,SA93231.BC1,1,,1,,W,,8/19/1993 16:04
NA,SA,NA,,8/22/1990 10:00,NA,BIG2C,NA,89,91,NA,BIGC,522.303.319.29,52,11,8/22/1990 13:45,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,10,NA,SA90234.BC2,1,NA,1,NA,W,,8/22/1990 10:51
NA,SA,NA,NA,8/18/1992 11:24,NA,BIG2C,NA,91,93,NA,BIG2C,522.303.319.29,52,NA,8/19/1992 6:45,NA,ACHORD S,NMFS,SHOCK,HAND,11,13,SA92231.BC2,1,,1,,W,,8/18/1992 12:20
NA,SA,NA,NA,8/19/1992 8:20,NA,BIG2C,NA,91,93,NA,BIG2C,522.303.319.29,52,NA,8/19/1992 10:40,NA,ACHORD S,NMFS,SHOCK,HAND,9,9,SA92232.BC1,1,,1,,W,,8/19/1992 8:58
NA,SA,NA,NA,8/20/1993 10:03,NA,BIG2C,NA,92,94,NA,BIG2C,522.303.319.29,52,NA,8/20/1993 10:45,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,9,SA93232.BC1,1,,1,,W,,8/20/1993 10:40
NA,SA,NA,,8/22/1990 12:34,NA,BIG2C,NA,89,91,NA,BIGC,522.303.319.29,53,12,8/22/1990 15:45,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,11,NA,SA90234.BC3,1,NA,1,NA,W,,8/22/1990 13:16
NA,SA,NA,NA,8/19/1992 8:59,NA,BIG2C,NA,91,93,NA,BIG2C,522.303.319.29,53,NA,8/19/1992 10:15,NA,ACHORD S,NMFS,SHOCK,HAND,9,9.5,SA92232.BC2,1,,1,,W,,8/19/1992 9:47
NA,SA,NA,NA,8/20/1993 11:48,NA,BIG2C,NA,92,94,NA,BIG2C,522.303.319.29,53,NA,8/20/1993 15:00,NA,ACHORD S,NMFS,SHOCK,HAND,9,11,SA93232.BC2,1,,1,,W,,8/20/1993 13:41
NA,SA,NA,,8/23/1990 7:11,NA,BIG2C,NA,89,91,NA,BIGC,522.303.319.29,54,10.5,8/23/1990 13:00,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,8,NA,SA90235.BC1,1,NA,1,NA,W,,8/23/1990 9:22
NA,SA,NA,NA,8/19/1992 10:01,NA,BIG2C,NA,91,93,NA,BIG2C,522.303.319.29,54,NA,8/19/1992 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,9.5,10.5,SA92232.BC3,1,,1,,W,,8/19/1992 12:33
NA,SA,NA,NA,8/20/1993 14:47,NA,BIG2C,NA,92,94,NA,BIG2C,522.303.319.29,54,NA,8/20/1993 15:15,NA,ACHORD S,NMFS,SHOCK,HAND,12,12,SA93232.BC3,1,,1,,W,,8/20/1993 15:24
NA,SA,NA,,8/23/1990 9:44,NA,BIG2C,NA,89,91,NA,BIGC,522.303.319.29,55,10.5,8/23/1990 13:05,NA,STEVE ACHORD,NMFS,SHOCK,AUTO,10.5,NA,SA90235.BC2,1,NA,1,NA,W,,8/23/1990 10:30
NA,SA,NA,NA,8/21/2003 10:10,NA,BIG2C,NA,2,4,NA,BIG2C,522.303.319,29,NA,7/31/2003 7:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,11,SA03233.LB,NA,,NA,,NA,,8/21/2003 15:21
NA,SA,NA,NA,8/30/1998 9:56,NA,BIGC,NA,97,99,NA,BIGC,522.303.319.029,9,NA,8/31/1998 7:30,NA,ACHORD S,NMFS,SHOCK,HAND,11,14,SA98242.BC1,NA,NA,NA,NA,NA,NA,8/30/1998 11:18
NA,SA,NA,NA,8/21/2001 9:54,NA,BIGC,NA,0,2,NA,BIGC,522.303.319.029,9,NA,8/22/2001 7:00,NA,ACHORD S,NMFS,SHOCK,HAND,14,16,SA01233.LB1,NA,,NA,,NA,,8/21/2001 12:36
NA,SA,NA,NA,8/21/2002 7:19,NA,BIGC,NA,1,3,NA,BIGC,522.303.319.029,9,NA,8/21/2002 9:30,NA,ACHORD S,NMFS,SHOCK,HAND,11,13,SA02233.LB2,NA,,NA,,NA,,8/21/2002 9:20
NA,SA,NA,NA,8/30/1998 11:50,NA,BIGC,NA,97,99,NA,BIGC,522.303.319.029,10,NA,8/31/1998 8:00,NA,ACHORD S,NMFS,SHOCK,HAND,12,12,SA98242.BC2,NA,NA,NA,NA,NA,NA,8/30/1998 13:05
NA,SA,NA,NA,8/21/2001 8:35,NA,BIGC,NA,0,2,NA,BIGC,522.303.319.029,10,NA,8/22/2001 9:00,NA,ACHORD S,NMFS,SHOCK,HAND,14,15,AAB01233.LB1,NA,,NA,,NA,,8/21/2001 12:34
NA,SA,NA,NA,8/21/2001 11:18,NA,BIGC,NA,0,2,NA,BIGC,522.303.319.029,10,NA,8/21/2001 13:45,NA,ACHORD S,NMFS,SHOCK,HAND,14.5,16,SA01233.LB2,NA,,NA,,NA,,8/21/2001 12:39
NA,SA,NA,NA,8/21/2002 9:24,NA,BIGC,NA,1,3,NA,BIGC,522.303.319.029,10,NA,8/22/2002 5:30,NA,ACHORD S,NMFS,SHOCK,HAND,11,11,SA02233.LB1,NA,,NA,,NA,,8/21/2002 9:49
NA,GAA,NA,NA,8/26/2014 7:35,NA,BIGC,NA,13,15,NA,BIG2C,522.303.319.029,10,NA,8/27/2014 7:05,NA,AXEL G,NMFS,SHOCK,HAND,11.9,15.9,GAA14238.LB,NA,,NA,,NA,,9/10/2014 10:57
NA,GAA,NA,NA,8/27/2014 5:56,NA,BIGC,NA,13,15,NA,BIG2C,522.303.319.029,10,NA,8/27/2014 10:28,NA,AXEL G,NMFS,SHOCK,HAND,12.1,14.7,GAA14239.LB2,NA,,NA,,NA,,9/17/2014 15:40
NA,SA,NA,NA,8/31/1998 9:02,NA,BIGC,NA,97,99,NA,BIGC,522.303.319.029,11,NA,8/31/1998 11:45,NA,ACHORD S,NMFS,SHOCK,HAND,10,11,SA98243.BC1,NA,NA,NA,NA,NA,NA,8/31/1998 11:18
NA,SA,NA,NA,8/31/1998 11:20,NA,BIGC,NA,97,99,NA,BIGC,522.303.319.029,11,NA,8/31/1998 12:15,NA,ACHORD S,NMFS,SHOCK,HAND,11.5,11.5,SA98243.BC2,NA,NA,NA,NA,NA,NA,8/31/1998 11:30
NA,SA,NA,NA,8/31/1998 12:09,NA,BIGC,NA,97,99,NA,BIGC,522.303.319.029,11,NA,8/31/1998 13:00,NA,ACHORD S,NMFS,SHOCK,HAND,13,13.5,SA98243.BC3,NA,NA,NA,NA,NA,NA,8/31/1998 12:32
NA,SA,NA,NA,8/22/2001 7:47,NA,BIGC,NA,0,2,NA,BIGC,522.303.319.029,11,NA,8/22/2001 12:30,NA,ACHORD S,NMFS,SHOCK,HAND,13,15,AAB01234.LB1,NA,,NA,,NA,,8/22/2001 11:40
NA,SA,NA,NA,8/22/2001 7:07,NA,BIGC,NA,0,2,NA,BIGC,522.303.319.029,11,NA,8/22/2001 12:30,NA,ACHORD S,NMFS,SHOCK,HAND,12,15.5,SA01234.LB1,NA,,NA,,NA,,8/22/2001 11:39
NA,SA,NA,NA,8/20/1998 8:44,NA,BIG2C,NA,97,99,NA,BIGC,522.303.319.029,52,NA,8/21/1998 7:15,NA,ACHORD S,NMFS,SHOCK,HAND,7,7.5,SA98232.BC1,NA,NA,NA,NA,NA,NA,8/20/1998 9:32
NA,SA,NA,NA,8/20/1998 9:32,NA,BIG2C,NA,97,99,NA,BIGC,522.303.319.029,53,NA,8/20/1998 13:15,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,12,SA98232.BC2,NA,NA,NA,NA,NA,NA,8/20/1998 12:45
NA,SA,NA,NA,8/21/1998 9:11,NA,BIG2C,NA,97,99,NA,BIGC,522.303.319.029,53,NA,8/21/1998 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,6.5,8,SA98233.BC1,NA,NA,NA,NA,NA,NA,8/21/1998 9:58
NA,SA,NA,NA,8/21/1998 9:58,NA,BIG2C,NA,97,99,NA,BIGC,522.303.319.029,55,NA,8/21/1998 13:00,NA,ACHORD S,NMFS,SHOCK,HAND,8,9.5,SA98233.BC2,NA,NA,NA,NA,NA,NA,8/21/1998 12:31
NA,SA,NA,NA,8/15/2002 5:53,NA,BIG2C,NA,1,3,NA,BIGC,522.303.319.029,55,NA,8/16/2002 5:30,NA,ACHORD S,NMFS,SHOCK,HAND,7,12.5,SA02227.BC1,NA,,NA,,NA,,8/15/2002 6:43
NA,SA,NA,NA,8/15/2002 6:47,NA,BIG2C,NA,1,3,NA,BIGC,522.303.319.029,56,NA,8/15/2002 11:30,NA,ACHORD S,NMFS,SHOCK,HAND,7,12.5,SA02227.BC2,NA,,NA,,NA,,8/15/2002 11:21
NA,SA,NA,NA,8/16/2002 5:06,NA,BIG2C,NA,1,3,NA,BIGC,522.303.319.029,56,NA,8/16/2002 7:30,NA,ACHORD S,NMFS,BSEINE,HAND,8,8,SA02228.BC1,NA,,NA,,NA,,8/16/2002 5:49
NA,SA,NA,NA,8/16/2002 5:50,NA,BIG2C,NA,1,3,NA,BIGC,522.303.319.029,56,NA,8/16/2002 7:30,NA,ACHORD S,NMFS,SHOCK,HAND,8,8,SA02228.BC2,NA,,NA,,NA,,8/16/2002 7:19
NA,SA,NA,NA,8/9/1994 8:18,NA,CAMASC,NA,93,95,NA,CAMASC,522.303.129.057,20,NA,8/9/1994 13:15,NA,ACHORD S,NMFS,SHOCK,HAND,10.5,12,SA94221.CA2,1,,1,,W,,8/9/1994 10:31
NA,SA,NA,NA,8/9/1994 10:52,NA,CAMASC,NA,93,95,NA,CAMASC,522.303.129.057,21,NA,8/10/1994 6:30,NA,ACHORD S,NMFS,SHOCK,HAND,11.5,15,SA94221.CA3,1,,1,,W,,8/9/1994 13:22
NA,SA,NA,NA,8/10/1994 8:45,NA,CAMASC,NA,93,95,NA,CAMASC,522.303.129.057,21,NA,8/10/1994 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,9.5,10.5,SA94222.CA2,1,,1,,W,,8/10/1994 10:05
NA,SA,NA,NA,8/8/1994 11:32,NA,CAMASC,NA,93,95,NA,CAMASC,522.303.129.057,22,NA,8/9/1994 6:30,NA,ACHORD S,NMFS,BSEINE,HAND,11,12,SA94220.CA1,1,,1,,W,,8/8/1994 12:01
NA,SA,NA,NA,8/8/1994 12:01,NA,CAMASC,NA,93,95,NA,CAMASC,522.303.129.057,22,NA,8/9/1994 9:00,NA,ACHORD S,NMFS,SHOCK,HAND,12,15.5,SA94220.CA2,1,NA,1,NA,W,NA,8/8/1994 14:22
NA,SA,NA,NA,8/10/1994 8:32,NA,CAMASC,NA,93,95,NA,CAMASC,522.303.129.057,22,NA,8/10/1994 9:45,NA,ACHORD S,NMFS,SHOCK,HAND,9.5,10,SA94222.CA1,1,,1,,W,,8/10/1994 8:45
NA,SA,NA,NA,8/9/1994 6:49,NA,CAMASC,NA,93,95,NA,CAMASC,522.303.129.057,27,NA,8/9/1994 12:30,NA,ACHORD S,NMFS,SHOCK,HAND,11,10.5,SA94221.CA1,1,,1,,W,,8/9/1994 7:28
NA,SA,NA,NA,8/9/2009 8:00,NA,CAMASC,NA,8,10,NA,CAMASC,522.303.319.057,20,NA,8/10/2009 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,9,9.2,SA09221.CA1,NA,,NA,,NA,,8/9/2009 9:31
NA,SA,NA,NA,8/10/1999 4:57,NA,CAMASC,NA,98,0,NA,CAMASC,522.303.319.057,21,NA,8/10/1999 9:20,NA,MCINTYRE K,NMFS,SHOCK,HAND,9.5,NA,SA99222.CA1,NA,,NA,,NA,,9/3/1999 10:29
NA,SA,NA,NA,8/15/2008 8:20,NA,CAMASC,NA,7,9,NA,CAMASC,522.303.319.057,21,NA,8/16/2008 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,9.6,10.2,SA08228.CA1,NA,,NA,,NA,,8/15/2008 9:56
NA,SA,NA,NA,8/9/2009 9:31,NA,CAMASC,NA,8,10,NA,CAMASC,522.303.319.057,21,NA,8/9/2009 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,9.2,12,SA09221.CA2,NA,,NA,,NA,,8/9/2009 11:30
NA,SA,NA,NA,8/6/2010 6:18,NA,CAMASC,NA,9,11,NA,CAMASC,522.303.319.057,21,NA,8/7/2010 5:05,NA,ACHORD S,NMFS,SHOCK,HAND,10,10,SA10218.CA1,NA,,NA,,NA,,8/6/2010 7:17
NA,SA,NA,NA,8/9/1999 8:02,NA,CAMASC,NA,98,0,NA,CAMASC,522.303.319.057,22,NA,8/10/1999 7:30,NA,MCINTYRE K,NMFS,SHOCK,HAND,8,NA,SA99221.CA1,NA,,NA,,NA,,9/3/1999 13:20
NA,SA,NA,NA,8/9/1999 9:22,NA,CAMASC,NA,98,0,NA,CAMASC,522.303.319.057,22,NA,8/10/1999 7:45,NA,MCINTYRE K,NMFS,SHOCK,HAND,9,NA,SA99221.CA2,NA,,NA,,NA,,9/3/1999 13:23
NA,SA,NA,NA,8/10/1999 6:36,NA,CAMASC,NA,98,0,NA,CAMASC,522.303.319.057,22,NA,8/10/1999 11:45,NA,MCINTYRE K,NMFS,SHOCK,HAND,9,NA,SA99222.CA3,NA,,NA,,NA,,9/3/1999 10:34
NA,SA,NA,NA,8/8/2003 8:30,NA,CAMASC,NA,2,4,NA,CAMASC,522.303.319.057,22,NA,8/9/2003 8:00,NA,ACHORD S,NMFS,SHOCK,HAND,10.5,10.5,SA03220.CA1,NA,,NA,,NA,,8/8/2003 9:49
NA,SA,NA,NA,8/6/2004 7:38,NA,CAMASC,NA,3,5,NA,CAMASC,522.303.319.057,22,NA,8/7/2004 7:00,NA,MCINTYRE K,NMFS,SHOCK,HAND,10,10.5,SA04219.CA1,NA,,NA,,NA,,8/6/2004 8:31
NA,SA,NA,NA,8/8/2005 9:04,NA,CAMASC,NA,4,6,NA,CAMASC,522.303.319.057,22,NA,8/9/2005 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,12.5,12.5,SA05220.CA1,NA,,NA,,NA,,8/9/2005 7:31
NA,SA,NA,NA,8/10/2006 7:32,NA,CAMASC,NA,5,7,NA,CAMASC,522.303.319.057,22,NA,8/11/2006 6:00,NA,ACHORD S,NMFS,SHOCK,HAND,10,10.6,SA06222.CA1,NA,,NA,,NA,,8/10/2006 8:51
NA,SA,NA,NA,8/8/2007 7:10,NA,CAMASC,NA,6,8,NA,CAMASC,522.303.319.057,22,NA,8/9/2007 6:00,NA,ACHORD S,NMFS,SHOCK,HAND,8.6,8.8,SA07220.CA1,NA,,NA,,NA,,8/8/2007 8:30
NA,SA,NA,NA,8/15/2008 9:56,NA,CAMASC,NA,7,9,NA,CAMASC,522.303.319.057,22,NA,8/15/2008 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,10.5,13.7,SA08228.CA2,NA,,NA,,NA,,8/15/2008 12:29
NA,SA,NA,NA,8/10/2009 7:38,NA,CAMASC,NA,8,10,NA,CAMASC,522.303.319.057,22,NA,8/10/2009 8:45,NA,ACHORD S,NMFS,SHOCK,HAND,8,8.2,SA09222.CA1,NA,,NA,,NA,,8/10/2009 8:26
NA,SA,NA,NA,8/9/2002 5:58,NA,CAMASC,NA,1,3,NA,CAMASC,522.303.319.057,23,NA,8/9/2002 11:30,NA,ACHORD S,NMFS,SHOCK,HAND,7,13,SA02221.CA1,NA,,NA,,NA,,8/9/2002 11:19
NA,AAB,NA,NA,8/8/2003 9:15,NA,CAMASC,NA,2,4,NA,CAMASC,522.303.319.057,23,NA,8/8/2003 14:00,NA,ACHORD S,IDFG,SHOCK,HAND,10.5,16,AAB03220.CA1,NA,,NA,,NA,,8/8/2003 13:43
NA,SA,NA,NA,8/8/2003 9:52,NA,CAMASC,NA,2,4,NA,CAMASC,522.303.319.057,23,NA,8/8/2003 14:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,15.5,SA03220.CA2,NA,,NA,,NA,,8/8/2003 13:30
NA,AAB,NA,NA,8/6/2004 8:06,NA,CAMASC,NA,3,5,NA,CAMASC,522.303.319.057,23,NA,8/6/2004 11:30,NA,MCINTYRE K,IDFG,SHOCK,HAND,11,17,AAB04219.CA1,NA,,NA,,NA,,8/6/2004 13:10
NA,AAB,NA,NA,8/7/2004 7:22,NA,CAMASC,NA,3,5,NA,CAMASC,522.303.319.057,23,NA,8/7/2004 11:00,NA,MCINTYRE K,IDFG,SHOCK,HAND,10,14,AAB04220.CA1,NA,,NA,,NA,,8/7/2004 11:22
NA,SA,NA,NA,8/6/2004 9:13,NA,CAMASC,NA,3,5,NA,CAMASC,522.303.319.057,23,NA,8/6/2004 11:30,NA,MCINTYRE K,NMFS,SHOCK,HAND,11,17,SA04219.CA2,NA,,NA,,NA,,8/6/2004 13:05
NA,SA,NA,NA,8/7/2004 6:00,NA,CAMASC,NA,3,5,NA,CAMASC,522.303.319.057,23,NA,8/7/2004 11:00,NA,MCINTYRE K,NMFS,SHOCK,HAND,10,14,SA04220.CA1,NA,,NA,,NA,,8/9/2004 6:48
NA,AAB,NA,NA,8/8/2005 9:35,NA,CAMASC,NA,4,6,NA,CAMASC,522.303.319.057,23,NA,8/8/2005 11:30,NA,ACHORD S,IDFG,SHOCK,HAND,12.5,16,AAB05220.CA1,NA,,NA,,NA,,8/8/2005 13:00
NA,SA,NA,NA,8/8/2005 10:23,NA,CAMASC,NA,4,6,NA,CAMASC,522.303.319.057,23,NA,8/8/2005 11:30,NA,ACHORD S,NMFS,SHOCK,HAND,13,16,SA05220.CA2,NA,,NA,,NA,,8/8/2005 12:56
NA,SA,NA,NA,8/10/2006 8:52,NA,CAMASC,NA,5,7,NA,CAMASC,522.303.319.057,23,NA,8/10/2006 10:30,NA,ACHORD S,NMFS,SHOCK,HAND,10.6,14,SA06222.CA2,NA,,NA,,NA,,8/10/2006 11:11
NA,SA,NA,NA,8/8/2007 8:27,NA,CAMASC,NA,6,8,NA,CAMASC,522.303.319.057,23,NA,8/8/2007 10:30,NA,ACHORD S,NMFS,SHOCK,HAND,9,13,SA07220.CA2,NA,,NA,,NA,,8/8/2007 11:31
NA,SA,NA,NA,8/16/2008 8:19,NA,CAMASC,NA,7,9,NA,CAMASC,522.303.319.057,23,NA,8/16/2008 8:00,NA,ACHORD S,NMFS,SHOCK,HAND,9,9.4,SA08229.CA1,NA,,NA,,NA,,8/16/2008 9:31
NA,SA,NA,NA,8/6/2010 7:17,NA,CAMASC,NA,9,11,NA,CAMASC,522.303.319.057,23,NA,8/6/2010 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,10,12,SA10218.CA2,NA,,NA,,NA,,8/6/2010 9:35
NA,SA,NA,NA,8/2/2012 5:14,NA,CAMASC,NA,11,13,NA,CAMASC,522.303.319.057,23,NA,8/3/2012 6:30,NA,ACHORD S,NMFS,SHOCK,HAND,9.5,11,SA12215.CA1,NA,,NA,,NA,,8/4/2012 5:30
NA,GAA,NA,NA,7/30/2013 5:27,NA,CAMASC,NA,12,14,NA,CAMASC,522.303.319.057,23,NA,7/30/2013 12:00,NA,AXEL G,NMFS,SHOCK,HAND,10.3,10.9,GAA13211.CA1,NA,,NA,,NA,,9/4/2013 9:29
NA,GAA,NA,NA,7/30/2013 7:38,NA,CAMASC,NA,12,14,NA,CAMASC,522.303.319.057,23,NA,7/30/2013 10:50,NA,AXEL G,NMFS,SHOCK,HAND,10.3,11,GAA13211.CA2,NA,,NA,,NA,,9/4/2013 9:29
NA,GAA,NA,NA,7/16/2015 7:04,NA,CAMASC,NA,,16,NA,CAMASC,522.303.319.057,23,NA,7/16/2015 12:15,NA,ARIOUS V,NMFS,SHOCK,HAND,10,NA,GAA15197.CA1,NA,,NA,,NA,,7/16/2015 13:15
NA,GAA,NA,NA,7/12/2016 7:20,NA,CAMASC,NA,,17,NA,CAMASC,522.303.319.057,23,NA,7/12/2016 11:35,NA,AXEL G,NMFS,SHOCK,HAND,6.5,NA,GAA16194.CA1,NA,,NA,,NA,,7/12/2016 11:37
GAA-2019-198-001,GAA,Camas Creek,Camas Creek,7/17/2019 8:00,7/17/2019 7:00,CAMASC,Juvenile,NA,2020,NA,CAMASC,522.303.319.057,23,11,7/17/2019 11:40,7/17/2019 10:40,ARIOUS V,NMFS,SHOCK,HAND,8.5,NA,gaa-2019-198-001.csv,NA,NA,NA,NA,NA,NA,NA
NA,AAB,NA,NA,8/9/2005 8:32,NA,CAMASC,NA,4,6,NA,CAMASC,522.303.319.057,24,NA,8/9/2005 10:30,NA,ACHORD S,IDFG,SHOCK,HAND,11,11,AAB05221.CA1,NA,,NA,,NA,,8/9/2005 9:03
NA,SA,NA,NA,8/9/2005 8:16,NA,CAMASC,NA,4,6,NA,CAMASC,522.303.319.057,24,NA,8/9/2005 10:30,NA,ACHORD S,NMFS,SHOCK,HAND,11,11,SA05221.CA1,NA,,NA,,NA,,8/9/2005 9:00
NA,SA,NA,NA,8/9/2007 7:33,NA,CAMASC,NA,6,8,NA,CAMASC,522.303.319.057,24,NA,8/9/2007 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,9.5,12,SA07221.CA1,NA,,NA,,NA,,8/9/2007 10:36
NA,GAA,NA,NA,7/28/2014 5:00,NA,CAMASC,NA,,15,NA,CAMASC,522.303.319.057,36,NA,7/28/2014 10:30,NA,ARIOUS V,NMFS,SHOCK,HAND,9.5,12.5,GAA14209.CA,NA,,NA,,NA,,9/22/2014 10:29
NA,SA,NA,NA,8/9/1992 8:52,NA,CAMASC,NA,91,93,NA,CAMASC,522.303.319.57,19,NA,8/10/1992 8:45,NA,ACHORD S,NMFS,SHOCK,HAND,11,12,SA92222.CA1,1,,1,,W,,8/9/1992 10:01
NA,SA,NA,NA,8/9/1992 10:03,NA,CAMASC,NA,91,93,NA,CAMASC,522.303.319.57,19,NA,8/10/1992 7:20,NA,ACHORD S,NMFS,SHOCK,HAND,12,13,SA92222.CA2,1,,1,,W,,8/9/1992 11:38
NA,SA,NA,NA,8/8/1998 8:51,NA,CAPEHC,NA,97,99,NA,CAPEHC,522.303.319.170.010,1,NA,8/8/1998 10:50,NA,ACHORD S,NMFS,SHOCK,HAND,7,7,SA98220.CH1,NA,NA,NA,NA,NA,NA,8/8/1998 10:20
NA,SA,NA,NA,8/3/1999 6:00,NA,CAPEHC,NA,98,0,NA,CAPEHC,522.303.319.170.010,1,NA,8/4/1999 6:45,NA,ACHORD S,NMFS,SHOCK,HAND,7.5,NA,SA99215.CH1,NA,,NA,,NA,,9/3/1999 9:16
NA,SA,NA,NA,7/31/2002 8:11,NA,CAPEHC,NA,1,3,NA,CAPEHC,522.303.319.170.010,1,NA,8/1/2002 7:15,NA,ACHORD S,NMFS,SHOCK,HAND,9,11,SA02212.CH1,NA,,NA,,NA,,7/31/2002 10:43
NA,SA,NA,NA,8/1/2003 7:00,NA,CAPEHC,NA,2,4,NA,CAPEHC,522.303.319.170.010,1,NA,8/2/2003 6:00,NA,ACHORD S,NMFS,SHOCK,HAND,9.5,9.5,SA03213.CH1,NA,,NA,,NA,,8/1/2003 8:11
NA,AAB,NA,NA,7/30/2004 7:55,NA,CAPEHC,NA,3,5,NA,CAPEHC,522.303.319.170.010,1,NA,7/30/2004 12:30,NA,MCINTYRE K,IDFG,SHOCK,HAND,7,14.5,AAB04212.CH1,NA,,NA,,NA,,7/30/2004 13:32
